INVERTED INDEX FOR 500 DOCUMENTS
====================================================================================================
Format: word	document_count	document_hashes
structure	29	0574c6441a54955bd9347ee8d08b1c4d,0cab10ffdf621c57d430c379de73fc00,148b7f254ff6d3916dea133230431320,172480efeaa0d98a7987f2d13ec04dba,1830a6cdfeee77bf0ba0211e259bfbb8,339b663c1c7f56a85cc92a40a227cf0f,3b724e6d9bdb4158c4d6c003b7ea9718,495e4598657e942ed31d5e01039156b5,512a9d8ae499874a9637b36f930bcfdd,69318110e2ae6793ccbaa86578c9d61a,712097dc3eb1c8c55094f5258d84fd98,7ec366e5020adce458a4b28100e1f36c,84255c85b8698a373f281ac9393d28ab,9122a1647296fe948c9f106143309588,a3c3b73431e5d5518e07a571d0742c99,a5b3adc6acb894c87b22e1f87dcd3277,af888c7fcafacf20341e8b65b67d354c,b03d7ca470ac4ee2ca5d6c3797f458f1,b723c0a6b322478652e00a3adc536572,c0b2f61e9bcd9d4fc97655220ba65af5,c5221b844e57a037b76df93892ba38fe,c96db28a77cd7351db4ac46b7be33a15,e6a8c147d73480c07ece3498d9401978,e94e61aa85e94dedaa327cde9e08d978,edf936c8d947edce4fa14c3e599082f6,ef0be29f98f0c3c29a567f8d1525b002,f2a7dbd010947f1c8d0f3cd91047db05,f3f0318612c9f63af07d12936e9bd0bf,f4597580756684633c38c838e6b30a67
structure-related	1	edf936c8d947edce4fa14c3e599082f6
structured	15	03a973e1801d86168cea38b382c80bb2,3b724e6d9bdb4158c4d6c003b7ea9718,41ad3e0f99b157092624e7c5eab0a68a,7cdbe28bd7fd9e8622a9995715114db9,84255c85b8698a373f281ac9393d28ab,855b45bf6e84858fbdf54c063ac9e475,975d068141281f97c439c4e736825e81,a121319582f50d66d4048868a97c202a,a269f02efd4cac9dbbc0c250d5b7b95b,b03d7ca470ac4ee2ca5d6c3797f458f1,b497c89388f96702f085928ec9fd84e4,c0b2f61e9bcd9d4fc97655220ba65af5,edf936c8d947edce4fa14c3e599082f6,ef0be29f98f0c3c29a567f8d1525b002,f3f0318612c9f63af07d12936e9bd0bf
structures	24	25df369ee0b8c502cbc8df9bea888cd0,3b724e6d9bdb4158c4d6c003b7ea9718,4188f2130be998c0b93317959d45e87a,495e4598657e942ed31d5e01039156b5,4be79d8f210eefd73707f8c8cb9ce132,512a9d8ae499874a9637b36f930bcfdd,5a8f569757d8de697c849f6213661cbe,712097dc3eb1c8c55094f5258d84fd98,7b673c073c5cf39d0c898ac286ffdbdf,7cdbe28bd7fd9e8622a9995715114db9,7ec366e5020adce458a4b28100e1f36c,82146df87c509ddaa3488179205d642b,84255c85b8698a373f281ac9393d28ab,873827c0f74319fd039767cab268b8b6,a5b3adc6acb894c87b22e1f87dcd3277,aaf92d0f177be659ccd6fff1f839146d,af888c7fcafacf20341e8b65b67d354c,b723c0a6b322478652e00a3adc536572,c0b2f61e9bcd9d4fc97655220ba65af5,db4a98f28ddb72fdb035a739d534afc4,dbbe64b4d38e13ec10d4942e204745c4,e6a8c147d73480c07ece3498d9401978,edf936c8d947edce4fa14c3e599082f6,fb6e726b73374ba32acf2cc3ee975e71
struggle	4	3b724e6d9bdb4158c4d6c003b7ea9718,614fc98344578dd1cf2ea3c7e49b419f,712097dc3eb1c8c55094f5258d84fd98,b723c0a6b322478652e00a3adc536572
struggled	2	235cff66c1d0ea85a2a1a79bec9f83e0,a3c3b73431e5d5518e07a571d0742c99
struggles	5	4be79d8f210eefd73707f8c8cb9ce132,712097dc3eb1c8c55094f5258d84fd98,84255c85b8698a373f281ac9393d28ab,af888c7fcafacf20341e8b65b67d354c,ef0be29f98f0c3c29a567f8d1525b002
struggling	2	614fc98344578dd1cf2ea3c7e49b419f,8b04dc79b7b86fb40b4eabbee42efd62
stuart	1	f8d5b9d5f1efef4cadd56f1bcd132b75
stuarts	1	0161d5e73cd420e302572dc1aa0964eb
stuck	1	06b01e56a9d05d52ad53c3edce680162
student	232	0089addb16de18d4a2d66fcb38b15617,009478e2c37d0be2c271847003f3a846,0244409fb54608fc30fc782e9254f0a5,035e6b199bf5201db0320e92b8444c31,03a973e1801d86168cea38b382c80bb2,0574c6441a54955bd9347ee8d08b1c4d,05c039dde5d4a96fc7716c8d8440d8c2,06b01e56a9d05d52ad53c3edce680162,06d81cf259dc054d77ae3682aae09e65,095c8dc813f0718e49118b6871f23980,097825d72d05ff49a1cd59007360d42b,09888b1bd9e7fe4160d457f2f9f36fd1,0c2b505497a89a98319b4f770035accd,0caa4b6819abb9a7f82ec301621b42de,0cab10ffdf621c57d430c379de73fc00,0e2c6acbe671f2736a3fa67d3db67aa0,0e8dba2db9df747f2b8fd57d7336db21,1201dfbb4678715df63998d245f032d3,1239465045653f5958cf73b77f74f8ef,13aa6a118c466ac62169aacc3f3ec219,148b7f254ff6d3916dea133230431320,151f22582112f5dd34c586760b3dd21f,153e7eebe45ef7eae023a5c53f0d5acc,166567ee32dd99eb2ce9381dc4cef670,171a8a3a7ddbb1032911e125b925f6de,172480efeaa0d98a7987f2d13ec04dba,180561c7d3cbc6a86dd1012aca4c0f2a,182e0e8b99ed00d208494749b58fae27,1830a6cdfeee77bf0ba0211e259bfbb8,1c1bcfe081209d7fa65507d2d6f4d230,1c2500dc5aef9cc75844ec6b62b3a97b,1cb2fd3c3c5f25ebd08d1293958260aa,203732ce3777ebad30ce2b7848e6e6f0,2186466e66233e34d9216e73e705442c,229a6cef5aabbf1ea6163e5cf3a080dd,235cff66c1d0ea85a2a1a79bec9f83e0,2538ca5a1dd7cec44d727d836cf64387,256563647a26637f635de2aee590c80b,25c2773600140de4ed6e1a9aa3bbad45,28d092fa1b4598311ef13807ca3ca8b7,28f214a45422d5f358a47d19f7799de3,2b5f9d234790d3ee36d95ee0b96f2c99,2dd0644f7d960c1130a2f842a3ddf1d5,2e34664843decfdd46b4b32c98c874ca,2e9672848ee874fbf26ebfa5093871c0,30eac631e38c10727a55dae1a85b6b55,32431d8853c43652d2a0ffa39d66dffb,328eb1a0d15d44ce77437321078d662b,339b663c1c7f56a85cc92a40a227cf0f,3473d3e8aacec289efa0e8d2732fc1e4,3592deb670d8fed012a080864736d357,35eeb6e2f4f3f1cfe5ad631bc653bdd0,363f8db0dd4c8a83218aa5c8ba3027e2,37f5016bab7a5e9951363d67201ca1c1,3903bee01be9030c6b7d1f0669e0fadf,39395e8247c7605c44b8ab4181782cfc,394fde8ce4ab28d2c4aa157f735343eb,3b724e6d9bdb4158c4d6c003b7ea9718,3c3ed3d4b5c6291d7dde704d5248f81f,3deb06a41188bcb6e0d647f62f065be0,4070701955f558e5fb4697ce39d44f65,407dad60c2b2c48f1148061097785662,41394b9e526be14aa15bb7ed29404bfc,41ad3e0f99b157092624e7c5eab0a68a,42c121c96428b31e1cb4b12490931209,42c37ee0548a21f274f46802aa302c77,442b1164322b0f9c2dbe47156a04b770,44c0f829346e824487938e1e5b6538ac,47ea71d9976451496b3fd62183f8c9b0,49997d547e4ebe5079296dbe9f5aded1,49dfff9bd314faa92af55da787f92a36,4b2d35927a209fc509fccef6891290f3,4b48884ed2239986effdc9f7fb7fc1c3,4be79d8f210eefd73707f8c8cb9ce132,4c4763d149bbc9b8c8a87738146e892c,4ededca3102e9834504eccdeb3f34a72,4feec12384e94775ad61c7ad01735b3f,50331f43be7a50da4eff51799b7f2369,512a9d8ae499874a9637b36f930bcfdd,53beb92a874eca98ca4f75d82915dd07,54e83f43ba859fd7d232ec525d3950cc,569ab9958447fdea9bbd56ff6f4f6414,598492e39831f2ce8ed0b069d8aaf0e0,5a8f569757d8de697c849f6213661cbe,5b3d191f47621ff82a870019886bcaea,5b3dc312b94c488a56040309e01c96b3,614fc98344578dd1cf2ea3c7e49b419f,660252a2218fd72a701b7f797e974758,6668fcf920433c2ced752c0aafd95958,6805363a7effb848c67edc5b3322e6ab,6835bb48f9107f081baf75bc2f366e43,69318110e2ae6793ccbaa86578c9d61a,6b24dbf822b58ae9664869aac8161312,6b70306e81d5718e5742a584ddab6862,6d11d9cb251024ade228502c7c52af10,6d26e6f6e76e9fc15a8087ad7d69d0c8,6d85a4788185f24554bfb9c27710ce0e,712097dc3eb1c8c55094f5258d84fd98,729e7fe6a4397c6568288eddebc36603,72d8ceaac7f7d0300e0af0561e0762c6,74fd92c7eadc0a9661295c6af407db22,754fdc4bc0d4696145e8e22005c7e063,788d64fc0364f4a8dfa407299b3f2c83,79dbd0919f541be416d61bbdbf943bac,7b673c073c5cf39d0c898ac286ffdbdf,7bc6bd08502795f154a1bc3841512e50,7ca62538bf3ed49acf82adf9188e71cd,7cdbe28bd7fd9e8622a9995715114db9,7d00d7c28eeec07e8bf22425fee4749d,7d9ef8f866b1ea5adddf0852b041de6e,7e37078417f6f6d88774ccdbd74f7a73,7ec366e5020adce458a4b28100e1f36c,7f9033e0ab82a36dce26dcb20801058c,807fa32684bd174e40cb3322817e7c46,80f464b606c0b62f835de714c1dda5ff,82146df87c509ddaa3488179205d642b,82e3e49ce65b12911bc03aa56ffb0837,83cbc3cff7fda63d40f17159f78e304e,84255c85b8698a373f281ac9393d28ab,855b45bf6e84858fbdf54c063ac9e475,85e357a9341b23875dc86e5cda474044,86452d51615b9d3972031cdc35edd640,87f1a48a39dc2b93b6a5bd91adca69d6,89d8e8c822467aa60b1578776e861ffa,8b04dc79b7b86fb40b4eabbee42efd62,8b100ed8656f043bf84d3e8b43b56088,8b62199c5edf70fd091d80548d24503d,8c19ebcb203e40b1497962ca9188fd64,8cd90a0d9df7e687c57dfa37da065c4c,8eb92e47c09a49200a9f0fdfe59bed94,9025cff8e3168f6c329157f0ea2cc1f2,9122a1647296fe948c9f106143309588,924b778f6ecbf031abd961f7db6760b2,95697c74f3429c56bfea26d4f3cdbc2f,963d2d3f2962142d3e1a4fddc6f5680e,975d068141281f97c439c4e736825e81,97754dec525618d98df849069e88d8d5,98269e06133e0b1eed0df4fd6e986768,9a07574941ac6d8fbda44ec7ea52b0b9,9b3ad8921f5deec9d99eb26d5400e2a1,9bfdacd3d86ec39077c29cfd895e0f4c,9cd1565c6dcbc563d0316e671c71f96d,9dbe16684982fa1e2575333bda9e4da7,9ebf27b6e5995049b542fe4a5c3e8a31,9ffb775388ce7172c257ff157a7b194f,a03ec7966ef9771b99aa86f868755361,a04e372241d3f1f54a49c513b5709747,a104a9cfd7a0eac8b7ab9493035c8fb5,a121319582f50d66d4048868a97c202a,a199cabc61ce45fc04233e67d129dfc0,a269f02efd4cac9dbbc0c250d5b7b95b,a3c3b73431e5d5518e07a571d0742c99,a51e6a97cd474c064846d7c297f4db93,a5b3adc6acb894c87b22e1f87dcd3277,a834f33a4574fab94f8d5a3f0dfb6e21,a83ae03131ad1278e269350096ab1a98,aaf92d0f177be659ccd6fff1f839146d,abcbf44be98a0c301592490c58805586,ac24f669de9b77887d9fe85415fb85c3,ae2703abbfb990fb34c5f1e3800a5ba5,aead3cbf119419e2afec94bb957b46d3,aef921caf82ad75ecfa3c207ce6e5fbd,af280bea45f75ddf30ddc6cb0c546980,af888c7fcafacf20341e8b65b67d354c,b03d7ca470ac4ee2ca5d6c3797f458f1,b047c03cb5117fe6d41edab9046bc2dc,b369b8dca8be11ea1103201057c41fd0,b42a02f2e95bb8a1347324393a137f7d,b497c89388f96702f085928ec9fd84e4,b4c428ca45763960bcf72df459a546dc,b526d61a4640051166736fd9bb071f9a,b5b87d8132a4776e7a89c633ff951c68,b5f7e08d8041244faed3e5263158f2da,b723c0a6b322478652e00a3adc536572,b78ef5e2a6548a4696429e11c2b2e07e,b807f109612c8fdf8a42d19135f3fa92,b84d2669e809b68f531ea69aa14473dd,bfa458b65dc056561d1cedad13f63583,bfcbd7c748d59fdbc5577435671dc5b1,c0b2f61e9bcd9d4fc97655220ba65af5,c28f54be26c8562bd3e4be07a2992e17,c61557a8180008bbd03185ba83ea2b1f,c62c434ac3225cd1359ef4fa95bb7208,c7c5e369813f5d558689ef84741e6d9a,c8f2106ddf2ef233e7f75e5dbefe57a0,c91a2068f30d150677210d2924499be6,c96db28a77cd7351db4ac46b7be33a15,c995b088b53cb0a513230e26d40677cd,cba3fee7775785371ee0fdbfab2dfb14,cca25aece2c08945274919fa6c14b941,cd679cd23e15cd2ca5dec27e6e0dbfc3,d03fedd811983808ab9cbe760082668b,d14dc4a5a59ce911b8763ec783c8450a,d18146341ed7a99e6b81ee36969d38e4,d1bee9dee87fdc73055d081090286380,d6fae5a16ef45e8fc95503205e620fb1,d8eaeaa4000edfff8c0c923dcd0302ab,d9485940888aca02b247a97b9a8a4457,da90302c3d9bf303570ff68a5c9a34e0,db4a98f28ddb72fdb035a739d534afc4,dbb0b8a260ef990eae07ee061bfdccf6,dd43b1d7e17786f64c83c681616738d3,dde8c2a4a6721a3d087f702f3b0eef25,dede88447d661f9afb46cc0742ae7501,e09553b7d2ef87e11c695499c2dd53f0,e20ea41bf5f22957cdde4236172b8554,e31022c04bad097ee561e95aeab7ead2,e36a8e52e431c9e4c4f1d615072a5522,e49ac7b0c07dfc662bdd7421a095227c,e4f48c51447d0eaeddabb81a68e48dae,e695dacd3d44a8b8e2436580e758b919,e6a8c147d73480c07ece3498d9401978,e8e82f5a92b451415db3a87e293cbbf5,ec5897469117373db12a4df05490373d,ecb48a4c7e91cb534fcce0355326043f,ed45eed89251d567fd51e51a9504a089,edf936c8d947edce4fa14c3e599082f6,eec2a1783980371f8e97071d82d429d4,ef0be29f98f0c3c29a567f8d1525b002,f1982c9ea16ce1942178fc31e306e022,f1ae348007a618a05f4f487cc931c0c3,f27c31532c964d59f64cc56cd1562320,f3f0318612c9f63af07d12936e9bd0bf,f49d97e18065d6dd2f96aac798c3d8de,f6fe1f7904be9647a826e9ca1eb24c73,f7edd66e9b455d59b5db8001ed57eaf4,f80e7cd3291ec4bd630852517e3cab4e,f893f24e42748a404a92a321cd1e3cff,f8d5b9d5f1efef4cadd56f1bcd132b75,f8d5fc0b0423086b3dad5101d9ebf10b,f94683b8bcb3e7a8e04c90b7b0275fc2,fd7aa833b546a64fe6e18f77a3ba4cd1
student-elected	1	cca25aece2c08945274919fa6c14b941
student-faculty	2	4c4763d149bbc9b8c8a87738146e892c,b526d61a4640051166736fd9bb071f9a
student-financial-aid	1	ac24f669de9b77887d9fe85415fb85c3
student-focused	1	c96db28a77cd7351db4ac46b7be33a15
student-initiated	1	ecb48a4c7e91cb534fcce0355326043f
student-led	6	1c1bcfe081209d7fa65507d2d6f4d230,256563647a26637f635de2aee590c80b,394fde8ce4ab28d2c4aa157f735343eb,af888c7fcafacf20341e8b65b67d354c,cba3fee7775785371ee0fdbfab2dfb14,d03fedd811983808ab9cbe760082668b
student-parents	1	42c121c96428b31e1cb4b12490931209
student-specific	1	f8d5b9d5f1efef4cadd56f1bcd132b75
studentaid	2	50331f43be7a50da4eff51799b7f2369,f8d5b9d5f1efef4cadd56f1bcd132b75
studenting	1	49997d547e4ebe5079296dbe9f5aded1
